generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat,n4_sat,n5_sat,n6_sat,n7_sat
132,0.00555670028552413,0.008336814120411873,0,1,1,0.0,-0.0005972037906758487,-0.00084147066809237,36,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
133,0.00555670028552413,0.008199622854590416,0,1,1,0.0,-0.0005972037906758487,-0.0008336813189089298,37,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
134,0.00555670028552413,0.007981164380908012,0,1,1,0.0,-0.0005972037906758487,-0.0008163132006302476,38,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
135,0.00555670028552413,0.007967159152030945,0,1,1,0.0,-0.0005972037906758487,-0.0008126151515170932,33,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
136,0.00555670028552413,0.007645659148693085,0,1,1,0.0,-0.0005972037906758487,-0.0007977421628311276,34,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
137,0.00555670028552413,0.007645659148693085,0,1,1,0.0,-0.0005972037906758487,-0.0008470781613141298,35,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
138,0.00555670028552413,0.007735499646514654,0,1,1,0.0,-0.0005972037906758487,-0.0008441748796030879,36,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
139,0.00555670028552413,0.00763038219884038,0,1,1,0.0,-0.0005972037906758487,-0.0007880913326516747,37,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
140,0.00555670028552413,0.007488082628697157,0,1,1,0.0,-0.0005972037906758487,-0.0007618732051923871,38,0.95,0.0,0.05999999865889549,0.07999999821186066,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
141,0.00555670028552413,0.00723063200712204,0,1,1,0.0,-0.0005925212753936648,-0.0007591046160086989,39,0.95,0.0,0.07000000029802322,0.10000000149011612,0.0,0.0,0.0,0.03999999910593033,0.0
142,0.00555670028552413,0.007077100686728954,0,1,1,0.0,-0.0005876225186511874,-0.0007380092865787446,40,0.95,0.0,0.05999999865889549,0.10000000149011612,0.0,0.0,0.0,0.029999999329447746,0.0
143,0.00555670028552413,0.007483839988708496,0,1,1,0.0,-0.0005876225186511874,-0.0007725491304881871,41,0.95,0.0,0.05999999865889549,0.10000000149011612,0.0,0.0,0.0,0.029999999329447746,0.0
144,0.00473853899165988,0.007262617349624634,0,1,1,0.0,-0.0005077893729321659,-0.0007315342081710696,42,0.95,0.0,0.019999999552965164,0.09000000357627869,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
145,0.00473853899165988,0.00689289253205061,0,1,1,0.0,-0.0005077893729321659,-0.0007227982860058546,43,0.95,0.0,0.019999999552965164,0.09000000357627869,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
146,0.00473853899165988,0.00689289253205061,0,1,1,0.0,-0.0005077893729321659,-0.000721511198207736,44,0.95,0.0,0.019999999552965164,0.09000000357627869,0.0,0.019999999552965164,0.0,0.029999999329447746,0.0
147,0.004635462537407875,0.006862470880150795,0,1,1,0.0,-0.0004739631258416921,-0.0006904746405780315,45,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
148,0.004635462537407875,0.006648661568760872,0,1,1,0.0,-0.0004739631258416921,-0.0006878235144540668,26,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
149,0.004635462537407875,0.006481901742517948,0,1,1,0.0,-0.0004739631258416921,-0.0006851177895441651,27,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
150,0.004635462537407875,0.006227538920938969,0,1,1,0.0,-0.0004739631258416921,-0.0006757610244676471,25,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
151,0.004635462537407875,0.006388131529092789,0,1,1,0.0,-0.0004739631258416921,-0.00067370873875916,26,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
152,0.004635462537407875,0.006675530690699816,0,1,1,0.0,-0.0004739631258416921,-0.0006936013232916594,27,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
153,0.004635462537407875,0.006227538920938969,0,1,1,0.0,-0.0004739631258416921,-0.0006585846422240138,28,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
154,0.004635462537407875,0.006353901699185371,0,1,1,0.0,-0.0004739631258416921,-0.0006536353030242026,29,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
155,0.004635462537407875,0.006447482388466597,0,1,1,0.0,-0.0004739631258416921,-0.0006510043749585748,30,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
156,0.004635462537407875,0.006133756600320339,0,1,1,0.0,-0.0004739631258416921,-0.0006465776823461056,31,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
157,0.004635462537407875,0.0061409049667418,0,1,1,0.0,-0.0004739631258416921,-0.0006447482155635953,32,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
158,0.004635462537407875,0.006133756600320339,0,1,1,0.0,-0.0004739631258416921,-0.0006302596302703023,33,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
159,0.004500447306782007,0.006105310283601284,0,1,1,0.0,-0.0004739631258416921,-0.0006233419990167022,34,0.95,0.0,0.029999999329447746,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.009999999776482582
160,0.004276577848941088,0.006105310283601284,0,1,1,0.0,-0.00043969985563308,-0.0006204302189871669,35,0.95,0.0,0.009999999776482582,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.0
161,0.004276577848941088,0.006037231534719467,0,1,1,0.0,-0.00043969985563308,-0.0006133756833150983,36,0.95,0.0,0.009999999776482582,0.07999999821186066,0.0,0.03999999910593033,0.0,0.029999999329447746,0.0
162,0.0035963444970548153,0.006070776842534542,0,1,1,0.0,-0.0003596344613470137,-0.0006101644830778241,37,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
163,0.0035963444970548153,0.005859286990016699,0,1,1,0.0,-0.0003596344613470137,-0.000601154868490994,38,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
164,0.0035963444970548153,0.005859286990016699,0,1,1,0.0,-0.0003596344613470137,-0.0005987896583974361,37,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
165,0.0035963444970548153,0.005747259594500065,0,1,1,0.0,-0.0003596344613470137,-0.0005900718970224261,38,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
166,0.0035963444970548153,0.005850525107234716,0,1,1,0.0,-0.0003596344613470137,-0.000585052534006536,24,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
167,0.0035376609303057194,0.00581712368875742,0,1,1,0.0,-0.0003596344613470137,-0.0005817123455926776,23,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
168,0.0035376609303057194,0.005747259594500065,0,1,1,0.0,-0.0003596344613470137,-0.000578814186155796,24,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
169,0.0035376609303057194,0.005398903973400593,0,1,1,0.0,-0.0003596344613470137,-0.0005497483070939779,25,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
170,0.0035376609303057194,0.005191192962229252,0,1,1,0.0,-0.0003596344613470137,-0.0005421151872724295,26,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
171,0.0035376609303057194,0.005288734566420317,0,1,1,0.0,-0.0003596344613470137,-0.0005319644697010517,27,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
172,0.0035376609303057194,0.005145438946783543,0,1,1,0.0,-0.0003596344613470137,-0.0005277738673612475,28,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
173,0.0035376609303057194,0.005217697471380234,0,1,1,0.0,-0.0003596344613470137,-0.0005323538789525628,29,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
174,0.0035257339477539062,0.005141008645296097,0,1,1,0.0,-0.0003596344613470137,-0.0005239357124082744,30,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
175,0.0035376609303057194,0.005145438946783543,0,1,1,0.0,-0.0003596344613470137,-0.0005204069893807173,31,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
176,0.0035376609303057194,0.00517032016068697,0,1,1,0.0,-0.0003596344613470137,-0.0006032772362232208,32,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
177,0.0035376609303057194,0.005145438946783543,0,1,1,0.0,-0.0003596344613470137,-0.0005170320509932935,33,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
178,0.0035376609303057194,0.005062822252511978,0,1,1,0.0,-0.0003596344613470137,-0.0005107505712658167,34,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
179,0.0035376609303057194,0.004698044620454311,0,1,1,0.0,-0.0003596344613470137,-0.0005074014188721776,35,0.95,0.0,0.03999999910593033,0.09000000357627869,0.0,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
180,0.0035376609303057194,0.005062822252511978,0,1,1,0.0,-0.00035876885522156954,-0.0005064326105639338,33,0.95,0.0,0.03999999910593033,0.09000000357627869,0.029999999329447746,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
181,0.0035376609303057194,0.005026978440582752,0,1,1,0.0,-0.00035876885522156954,-0.0005028481828048825,34,0.95,0.0,0.03999999910593033,0.09000000357627869,0.029999999329447746,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
182,0.0035103755071759224,0.004631007090210915,0,1,1,0.0,-0.00035876885522156954,-0.0004926625406369567,35,0.95,0.0,0.03999999910593033,0.09000000357627869,0.029999999329447746,0.03999999910593033,0.009999999776482582,0.029999999329447746,0.019999999552965164
183,0.0035103755071759224,0.004580006934702396,0,1,1,0.0,-0.0003541186742950231,-0.00047826196532696486,36,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
184,0.0035241132136434317,0.004581110551953316,0,1,1,0.0,-0.0003541186742950231,-0.0004706928739324212,37,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
185,0.0035241132136434317,0.004490197636187077,0,1,1,0.0,-0.0003541186742950231,-0.0004637940146494657,25,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
186,0.0035241132136434317,0.004490197636187077,0,1,1,0.0,-0.0003541186742950231,-0.00045828166184946895,26,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
187,0.0028769599739462137,0.004440063610672951,0,1,1,0.0,-0.0003541186742950231,-0.0004558592336252332,27,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
188,0.0035241132136434317,0.004792286083102226,0,1,1,0.0,-0.0003541186742950231,-0.0004914681194350123,28,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
189,0.0035241132136434317,0.004440063610672951,0,1,1,0.0,-0.0003541186742950231,-0.0004539466754067689,29,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
190,0.0035241132136434317,0.004490197636187077,0,1,1,0.0,-0.0003541186742950231,-0.00046683172695338726,30,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
191,0.003431861288845539,0.004490197636187077,0,1,1,0.0,-0.0003541186742950231,-0.0004522075760178268,31,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
192,0.003431861288845539,0.004440063610672951,0,1,1,0.0,-0.0003541186742950231,-0.0004490197461564094,32,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
193,0.003431861288845539,0.004563057795166969,0,1,1,0.0,-0.0003541186742950231,-0.00047861930215731263,33,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
194,0.003431861288845539,0.004523729905486107,0,1,1,0.0,-0.0003541186742950231,-0.0004572951002046466,34,0.95,0.0,0.07000000029802322,0.09000000357627869,0.0,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.029999999329447746
195,0.00330505077727139,0.004413110204041004,0,1,1,0.0,-0.000330505077727139,-0.00044289272045716643,35,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
196,0.00330505077727139,0.004352561663836241,0,1,1,0.0,-0.000330505077727139,-0.0004617332015186548,36,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
197,0.00330505077727139,0.00462898425757885,0,1,1,0.0,-0.000330505077727139,-0.00053058797493577,37,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
198,0.00330505077727139,0.004296930972486734,0,1,1,0.0,-0.000330505077727139,-0.00044166314182803035,38,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
199,0.00330505077727139,0.004352561663836241,0,1,1,0.0,-0.000330505077727139,-0.0004937443882226944,39,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
200,0.00330505077727139,0.004352561663836241,0,1,1,0.0,-0.000330505077727139,-0.00045152546954341233,40,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
201,0.00330505077727139,0.004296930972486734,0,1,1,0.0,-0.000330505077727139,-0.0004402531194500625,41,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
202,0.0032187914475798607,0.004286690149456263,0,1,1,0.0,-0.000330505077727139,-0.00043470290256664157,42,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
203,0.00330505077727139,0.004296930972486734,0,1,1,0.0,-0.000330505077727139,-0.00042969308560714126,41,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
204,0.00330505077727139,0.0042922464199364185,0,1,1,0.0,-0.000330505077727139,-0.00042922463035210967,42,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
205,0.00330505077727139,0.004394353833049536,0,1,1,0.0,-0.000330505077727139,-0.00043943538912571967,43,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
206,0.00330505077727139,0.00421281298622489,0,1,1,0.0,-0.000330505077727139,-0.0004245185118634254,44,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
207,0.00330505077727139,0.004372412338852882,0,1,1,0.0,-0.000330505077727139,-0.00044047844130545855,45,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
208,0.00330505077727139,0.004146427381783724,0,1,1,0.0,-0.000330505077727139,-0.0004364828928373754,46,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
209,0.00330505077727139,0.004199379589408636,0,1,1,0.0,-0.000330505077727139,-0.0004444153164513409,47,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
210,0.00330505077727139,0.004146427381783724,0,1,1,0.0,-0.000330505077727139,-0.0004556757630780339,48,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
211,0.00330505077727139,0.004056784324347973,0,1,1,0.0,-0.000330505077727139,-0.0004154516209382564,49,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
212,0.00330505077727139,0.004056713543832302,0,1,1,0.0,-0.000330505077727139,-0.00041115161729976535,50,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
213,0.00330505077727139,0.004161096177995205,0,1,1,0.0,-0.000330505077727139,-0.0004516275366768241,51,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
214,0.00330505077727139,0.004767905455082655,0,1,1,0.0,-0.000330505077727139,-0.0004767905338667333,52,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
215,0.00330505077727139,0.004009431693702936,0,1,1,0.0,-0.000330505077727139,-0.0004074841854162514,53,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
216,0.00330505077727139,0.004091599024832249,0,1,1,0.0,-0.000330505077727139,-0.00047054438618943095,54,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
217,0.00330505077727139,0.0039400383830070496,0,1,1,0.0,-0.000330505077727139,-0.00040656974306330085,55,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
218,0.00330505077727139,0.0038757873699069023,0,1,1,0.0,-0.000330505077727139,-0.0003960819449275732,56,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
219,0.00330505077727139,0.003921461291611195,0,1,1,0.0,-0.000330505077727139,-0.0003953917766921222,57,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
220,0.00330505077727139,0.003921461291611195,0,1,1,0.0,-0.000330505077727139,-0.00039310011197812855,58,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
221,0.00330505077727139,0.004250406287610531,0,1,1,0.0,-0.000330505077727139,-0.00042599462904036045,59,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
222,0.00330505077727139,0.004061480518430471,0,1,1,0.0,-0.000330505077727139,-0.0004161625693086535,60,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
223,0.00330505077727139,0.004322250839322805,0,1,1,0.0,-0.000330505077727139,-0.0004910989082418382,61,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
224,0.0029758396558463573,0.0038842090871185064,0,1,1,0.0,-0.000330505077727139,-0.00039438536623492837,62,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
225,0.00330505077727139,0.0038757873699069023,0,1,1,0.0,-0.000330505077727139,-0.0003900821611750871,63,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
226,0.00330505077727139,0.0038842090871185064,0,1,1,0.0,-0.000330505077727139,-0.0004322987806517631,64,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
227,0.00330505077727139,0.003898587077856064,0,1,1,0.0,-0.000330505077727139,-0.0004800413444172591,65,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
228,0.00330505077727139,0.0038842090871185064,0,1,1,0.0,-0.000330505077727139,-0.0004123843682464212,66,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
229,0.00330505077727139,0.004281944595277309,0,1,1,0.0,-0.000330505077727139,-0.0004758502182085067,67,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
230,0.00330505077727139,0.0038842090871185064,0,1,1,0.0,-0.000330505077727139,-0.00043745001312345266,68,0.95,0.0,0.03999999910593033,0.09000000357627869,0.019999999552965164,0.03999999910593033,0.05000000074505806,0.029999999329447746,0.029999999329447746
231,0.003277415642514825,0.0038842090871185064,0,1,1,0.0,-0.0003277415526099503,-0.00038842091453261673,69,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
232,0.003277415642514825,0.003854850772768259,0,1,1,0.0,-0.0003277415526099503,-0.00041604877333156765,70,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
233,0.003277415642514825,0.003866747487336397,0,1,1,0.0,-0.0003277415526099503,-0.0004417075542733073,71,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
234,0.003277415642514825,0.004095370881259441,0,1,1,0.0,-0.0003277415526099503,-0.00044055786565877497,72,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
235,0.003277415642514825,0.004312948323786259,0,1,1,0.0,-0.0003277415526099503,-0.0005232351832091808,73,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
236,0.003277415642514825,0.003973177634179592,0,1,1,0.0,-0.0003277415526099503,-0.0004718609561678022,74,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
237,0.003277415642514825,0.00439805630594492,0,1,1,0.0,-0.0003277415526099503,-0.00045014533679932356,75,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
238,0.003277415642514825,0.003866747487336397,0,1,1,0.0,-0.0003277415526099503,-0.0004081839870195836,76,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
239,0.003277415642514825,0.003854850772768259,0,1,1,0.0,-0.0003277415526099503,-0.0003867601335514337,77,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
240,0.003277415642514825,0.003832908347249031,0,1,1,0.0,-0.0003277415526099503,-0.0004149134911131114,78,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
241,0.003277415642514825,0.0038316654972732067,0,1,1,0.0,-0.0003277415526099503,-0.00038572121411561966,79,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
242,0.003277415642514825,0.003847457468509674,0,1,1,0.0,-0.0003277415526099503,-0.0005045540165156126,80,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
243,0.003277415642514825,0.004180051852017641,0,1,1,0.0,-0.0003277415526099503,-0.00043175648897886276,81,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
244,0.003277415642514825,0.003854850772768259,0,1,1,0.0,-0.0003277415526099503,-0.0004451053391676396,82,0.95,0.0,0.07000000029802322,0.09000000357627869,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.029999999329447746,0.019999999552965164
245,0.0030803647823631763,0.0038316654972732067,0,1,1,0.0,-0.0003195380559191108,-0.0003854850947391242,83,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
246,0.0030803647823631763,0.0038316654972732067,0,1,1,0.0,-0.0003195380559191108,-0.0003831665380857885,84,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
